
3949430,-94,852,4020
3970870,-116,852,4028
3993290,-98,840,4016
4014740,-90,876,4008
4036190,-84,876,4012
4057650,-108,856,4012
4080065,-92,872,4024
4101515,-98,848,4008
4122975,-100,868,4008
4145395,-108,852,4030
4167825,-104,856,4008
4190250,-104,848,4016
4212665,-120,848,4016
4235090,-104,856,4020
4257535,-92,856,4016
4278965,-104,864,4020
4301400,-96,868,4028
4322840,-82,844,4032
4344290,-98,860,4016
4365740,-76,868,4022
4387190,-104,868,4032
4409625,-100,848,4034
4432040,-76,868,4012
4453490,-102,848,4020
4475915,-112,844,4008
4498345,-94,840,4022
4519800,-78,844,4020
4541240,-106,848,4024
4563665,-130,844,4020
4586090,-112,856,4034
4608520,-82,860,4030
4629980,-68,876,4044
4651415,-104,880,4034
4673850,-116,868,4008
4696270,-124,828,3988
4718700,-70,844,4012
4740145,-28,812,4038
4761590,-36,802,4046
4783045,-24,836,4076
4804490,-34,810,4034
4825940,-58,836,4012
4847400,-64,856,3996
4868840,-64,902,4012
4890290,-52,962,4008
4911745,-46,990,4034
4933200,-48,976,4000
4954640,-64,982,3984
4976090,-104,956,3996
4998525,-136,904,3992
5020940,-172,884,4000
5043370,-302,584,4248
5065790,-198,810,3940
5088230,-250,800,4030
5110645,-256,1112,3948
5134040,-606,-104,3104
5157440,-216,228,3846
5179865,94,1162,3594
5201315,16,182,3986
5221795,326,322,3928
5243245,208,642,3928
5264700,126,772,4052
5286140,-32,806,4112
5307595,2,870,4068
5327090,-100,864,4062
5349520,-2,742,4068
5369995,-42,846,4072
5391450,-50,876,3972
5412890,-76,776,4078
5434340,-76,860,4100
5455790,-78,804,3952
5477250,-16,764,4056
5498695,-20,722,4068
5520140,36,840,3996
5540615,36,722,4048
5561095,46,708,4030
5581570,30,738,3960
5602040,48,668,4024
5622515,-4,776,4100
5642995,-96,894,4030
5664440,-140,844,4076
5686865,-32,790,4000
5708315,10,640,3988
5728795,-50,798,4066
5750240,-64,904,4080
5771695,-124,1004,4034
5795095,-76,756,4076
5816555,30,676,4014
5837030,10,748,3976
5857505,-52,808,4028
5878940,-68,860,4072
5900395,-16,748,4072
5921850,28,752,4022
5942325,12,704,3988
5962800,2,806,4040
5982295,-4,860,3940
6002770,-6,674,4028
6023240,-4,604,4176
6043715,-40,826,4034
6065170,-34,822,3948
6086630,8,732,4058
6106120,-18,782,4092
6127580,-28,792,3996
6149020,2,848,3984
6168530,-6,684,4036
6189005,8,728,4068
6208495,2,758,4030
6227995,12,760,4016
6248465,20,708,4016
6268940,-16,768,4084
6290395,-90,974,4008
6311845,-32,814,4128
6333290,32,786,4054
6353765,20,740,3996
6374245,-8,794,4042
6394720,-94,848,4014
6416165,-80,756,4024
6437620,-46,796,4044
6459070,-42,868,4016
6480520,-18,824,4024
6501965,-46,784,4040
6523415,-36,784,4050
6544880,-32,796,4026
6566320,-10,780,4020
6587765,-36,806,4008
6609225,-40,822,4034
6630665,-40,820,4048
6652115,-40,792,4028
6673570,-12,790,4016
6695030,-6,792,4036
6715505,-24,776,4042
6736945,2,792,4026
6756450,-44,808,4024
6777895,-28,790,4028
6799340,-44,810,4038
6820790,-36,772,4018
6842240,-24,788,4034
6863695,-12,776,4046
6885150,-18,788,4054
6906595,-36,814,4060
6928045,-28,792,4008
6949495,-46,808,4026
6970950,-44,756,4042
6992395,-12,744,4016
7013845,-24,764,4038
7035290,-46,840,4088
7056750,-16,748,4016
7078195,-2,756,4000
7098665,-54,784,4020
7120120,-60,860,4018
7141565,-34,804,4056
7163025,40,780,4020
7183500,36,722,4028
7203975,50,712,4020
7224450,52,658,4024
7244925,28,724,4034
7265400,2,764,4092
7284890,-32,818,4060
7306350,2,746,4056
7325840,32,718,3992
7346320,12,730,4012
7366795,2,780,4076
7386290,-24,760,4096
7407745,12,734,4056
7428215,64,688,4004
7448690,40,636,3996
7469170,6,672,4012
7488665,-90,784,4034
7510115,-128,928,4064
7532545,-74,894,4040
7553990,-50,788,4024
7575445,-28,684,4004
7596910,2,684,4000
7616395,-8,712,4008
7636870,-44,734,4064
7658325,-4,760,4052
7678800,-40,792,4034
7700240,-16,800,4020
7721695,2,784,4060
7741190,12,788,4050
7761665,20,784,4034
7782145,6,738,4034
7801650,-6,758,4014
7822125,42,558,3774
7842600,60,532,3904
7863075,-124,960,4152
7885490,-226,1152,4000
7908890,-212,1172,4004
7932295,-150,1024,4188
7955690,20,616,3996
7976165,136,584,3984
7997615,108,410,3936
8019065,84,562,4020
8039540,44,688,4056
8060015,16,810,4088
8080495,-54,848,4080
8101940,-100,836,4026
8124380,-80,856,4024
8145820,-20,812,4034
8167270,20,748,4038
8187745,2,734,4028
8207245,-6,708,4030
8227720,12,734,4024
8248195,8,764,4062
8267695,-16,756,4034
8289145,-2,772,4064
8309620,-20,796,4060
8331035,0,752,4052
8350565,16,720,4012
8371040,32,728,4014
8391520,12,660,4042
8411995,8,746,4040
8431500,-24,752,4016
8452940,-50,776,4036
8474390,-44,808,4034
8495840,-68,798,3996
8517290,-50,786,4004
8538740,-82,764,4042
8560190,-72,822,4030
8581640,-120,860,4032
8604065,-140,928,4026
8626500,-120,852,4072
8648915,-100,856,4064
8671345,-24,884,3960
8692790,-112,820,4042
8715215,-102,900,4046
8737645,-96,910,4012
8759100,-108,868,4004
8781515,-96,852,4008
8802965,-100,836,4046
8825395,-56,826,4024
8846840,-86,832,4028
8868300,-40,802,4026
8889750,-28,764,4012
8911190,-40,772,4034
8932655,-40,820,4040
8954090,-72,818,4012
8975555,-4,792,4038
8996015,-24,704,4032
9017465,14,634,4100
9037945,16,734,3960
9058415,-8,820,3976
9078890,-102,872,4124
9101315,-100,860,4048
9123745,-62,822,4052
9145190,-36,768,4020
9166650,-36,748,4020
9188095,-42,808,4028
9209540,-54,788,4040
9230990,-56,796,4064
9252450,-24,768,4016
9273895,-46,764,4030
9295335,-40,802,4022
9316795,-16,760,4028
9338240,-32,800,4010
9359690,-36,784,4034
9381150,-2,776,4024
9401625,-24,820,4016
9423065,-42,776,4034
9444515,-28,772,4000
9465965,-28,772,4048
9487425,-44,784,4048
9508870,-16,796,4030
9530315,-36,776,4024
9551765,-50,788,4008
