7220,61,292,4112

9735,-76,320,4064

13350,-92,296,4068

32840,-64,308,4068

52345,-56,292,4080

71845,-60,296,4072

91345,-94,304,4084

110840,-64,322,4116

131315,-56,304,4064

151795,-60,304,4088

172265,-72,288,4064

192740,-96,320,4068

213220,-94,318,4060

233690,-60,300,4104

254165,-46,292,4100

274640,-84,296,4084

295115,-76,300,4080

315590,-76,304,4096

336070,-92,296,4092

356540,-92,288,4064

377015,-60,288,4068

397490,-64,272,4092

417965,-100,304,4100

439415,-98,304,4084

459890,-82,322,4088

480365,-72,276,4116

500845,-80,296,4072

521315,-42,292,4076

541790,-50,288,4100

562265,-78,280,4116

582740,-96,296,4100

603215,-52,292,4100

623690,-84,296,4100

644170,-54,284,4054

664640,-60,300,4112

685115,-72,308,4104

705590,-98,300,4100

726065,-108,288,4072

747515,-64,330,4100

767990,-40,280,4100

788470,-44,288,4092

808945,-62,300,4088

829415,-94,296,4128

849890,-120,304,4068

871340,-112,288,4096

892790,-72,304,4100

913265,-40,296,4048

933740,-76,292,4046

954225,-50,292,4116

974705,-68,310,4046

995180,-86,316,4080

1015655,-68,300,4064

1037090,-60,288,4096

1058540,-72,284,4038

1079990,-50,288,4104

1101440,-72,284,4100

1122895,-58,292,3984

1144350,-108,308,4156

1166765,-96,308,4034

1188220,-40,304,4060

1209675,-64,288,4164

1231115,-48,296,4168

1252565,-72,280,4012

1274015,-112,284,4136

1296440,-68,316,4104

1317890,-60,288,4042

1339345,-52,308,4060

1360800,-50,304,4096

1382240,-68,296,4092

1403690,-86,280,4084

1425140,-70,316,4100

1446605,-60,288,4076

1468040,-68,308,4076

1489495,-56,302,4080

1510950,-70,284,4084

1532405,-92,300,4068

1553840,-92,318,4096

1575290,-92,272,4084

1596750,-72,292,4108

1618190,-64,300,4084

1639640,-62,272,4168

1661090,-82,140,4030

1682535,74,174,4112

1703030,-180,416,4050

1725450,-108,304,4016

1747870,-62,292,4028

1769315,-56,272,4088

1790775,-36,304,4152

1812220,-86,266,4076

1833665,-414,170,4360

1856110,24,264,4164

1876570,48,216,4224

1897045,-76,218,4340

1918490,60,512,4352

1938965,-46,500,4248

1960415,104,396,4124

1981865,90,520,4412

2002340,16,600,4452

2022815,18,548,4324

2043290,182,520,4088

2064750,200,372,4124

2086190,208,700,4456

2107645,304,566,4682

2129100,458,628,4616

2150550,378,400,4220

2171995,484,276,4124

2193455,672,464,4268

2214895,654,426,4152

2236355,666,660,4196

2257795,644,440,4200

2279245,610,738,4038

2300695,624,686,4034

2322160,636,478,4020

2343595,624,550,4076

2365045,644,422,3808

2386505,696,776,3644

2407945,672,794,3444

2429395,1194,396,3774

2451825,1112,200,3744

2474250,1036,732,3378

2496670,340,574,2848

2518120,1126,478,3448

2540540,1264,158,3860

2562965,1208,82,3500

2584425,1108,278,3514

2606845,1170,266,3440

2629275,1344,-234,3420

2652670,1310,-60,4012

2675090,1452,218,4276

2697525,1330,120,3948

2719940,1218,88,3530

2741390,1392,-56,3514

2763815,1374,162,4016

2786240,1332,258,4112

2808665,1408,548,3652

2831090,1232,100,3372

2853520,1846,456,3312

2875945,1640,396,3664

2898370,2038,476,3588

2920790,1478,18,3348

2942255,1392,828,3680

2964670,1486,410,4056

2987095,1564,634,4502

3009540,1234,734,3782

3031945,1432,292,3342

3054370,1360,-448,3292

3077770,1500,1044,3860

3101170,1178,726,3572

3123595,1068,376,3456

3146020,1390,742,3770

3168440,1230,154,3746

3190865,1506,230,3632

3213295,1452,516,3636

3235720,1444,430,3828

3258150,1488,256,3912

3280570,1426,364,4050

3303005,1452,428,4016

3325420,1358,444,3936

3347845,1312,332,4044

3370275,1304,614,4250

3392695,1272,334,4064

3415125,1070,456,3652

3437545,1092,536,3868

3459975,1186,604,4204

3482390,1144,822,4160

3504820,1038,616,3916

3527245,1002,642,3824

3549685,956,894,3724

3571120,1052,810,3766

3593550,1032,920,3916

3615970,996,754,3864

3637420,1034,486,3748

3659845,1012,544,3764

3682280,1008,526,3880

3704695,1094,580,4050

3727120,1028,430,3976

3749545,968,392,4000

3771005,1020,414,4022

3793420,1048,476,4068

3815850,1120,510,4076

3838270,990,456,3952

3859720,988,364,3912

3881185,990,472,3912

3902620,942,510,3936

3924070,972,444,3944

3945530,952,444,3928

3966970,898,452,3848

3988420,942,494,3888

4009870,968,452,3904

4031330,928,428,3996

4052770,968,440,4000

4074220,952,400,3972

4095670,934,444,3984

4117120,944,480,3960

4138570,942,464,3964

4160025,960,432,3928

4181480,942,470,3972

4202920,952,520,4000

4224370,928,486,3976

4245830,904,440,3960

4267270,946,490,3968

4288720,944,494,3976

4310170,896,504,3964

4331625,912,506,3968

4353070,908,424,3940

4374520,936,480,3908

4395970,892,504,3916

4417425,932,444,3912

4438870,946,494,4008

4460320,932,476,3980

4481770,960,444,3948

4503220,946,422,3928

4524670,954,476,3968

4546120,916,520,3936

4567570,940,504,3932

4589035,946,508,3980

4610470,892,636,3952

4631920,916,474,3968

4653380,858,460,3948

4674820,820,612,3904

4696270,824,432,3884

4717720,856,474,3976

4739180,850,612,4054

4760620,824,558,4050

4782070,794,576,3968

4803520,728,642,3880

4824970,780,592,3932

4846420,850,566,4076

4867875,816,598,4084

4889320,784,536,3952

