7220,181,1076,3948

9860,64,1070,3972

15295,-2,966,3956

33815,122,994,3944

53320,286,1348,4136

73790,196,1222,3984

94265,224,1288,3928

114740,224,1280,3944

136190,230,1256,3972

157655,142,1320,3884

179090,100,1376,3856

200540,104,1316,3940

221995,164,1156,3884

243455,146,1156,3900

264890,150,1080,4188

286340,138,1192,3956

307800,172,1244,3964

329240,116,1252,3956

350690,132,1248,3944

372140,124,1310,3976

393590,120,1264,3960

415040,100,1164,3944

436500,40,1204,3960

456975,8,1156,3948

476465,56,1172,3904

496940,90,1164,3916

517415,32,1168,3976

537890,24,1168,3980

558365,76,1152,3980

578840,74,1240,3940

599315,72,1228,3928

619790,90,1192,3916

640265,40,1252,3956

660740,50,1252,3940

681215,32,1260,3924

701695,68,1142,3892

722165,100,1134,3872

743615,100,1180,3884

765065,98,1120,3880

785540,90,1172,3924

806015,84,1134,3956

826490,50,1156,3972

846965,52,1222,3972

867440,56,1150,3944

887915,60,1240,3920

908395,28,1008,3992

928865,142,986,3940

949340,36,1144,3996

969815,-24,1132,4064

991275,36,1240,3972

1011750,46,1176,3904

1033205,-40,1196,3928

1055615,-12,1024,3948

1078040,62,1294,3956

1099460,0,1112,3992

1119965,42,990,3944

1140440,48,968,3932

1160915,6,1064,3968

1181390,-16,1054,3948

1203830,6,1080,3928

1224300,20,1156,3920

1245740,28,1252,3928

1267190,-54,1108,4000

1289615,-32,1108,4000

1312050,-4,1060,3996

1333490,-84,1036,4016

1355915,-100,1138,4056

1379315,-116,1152,4052

1402715,-32,1068,3956

1425140,-10,1120,4000

1447580,-40,1080,3948

1470005,-8,1120,3884

1491455,46,1128,3884

1512895,14,1116,3964

1534340,4,1108,3956

1554815,60,1084,3932

1576245,0,1112,3952

1596750,12,960,3960

1617225,32,1012,3976

1638665,76,1008,3976

1660115,134,1058,3924

1682540,100,1108,3980

1704975,24,1032,4024

1726420,24,990,3992

1746890,160,1016,3976

1769315,154,1092,3960

1791740,164,996,4004

1813190,186,852,4066

1834640,64,810,4132

1855115,84,894,4096

1875590,172,826,4058

1897050,192,746,4004

1918495,284,754,3912

1939945,326,632,3932

1961390,230,624,3996

1982850,168,730,4054

2004295,92,700,4092

2024765,38,668,4096

2045240,232,820,4030

2066695,448,734,4004

2088145,432,546,4148

2109600,422,406,4116

2131040,234,670,4120

2152490,-50,808,4068

2173945,-296,556,3892

2196370,-412,608,3964

2218800,-430,840,4168

2241220,-420,734,4116

2263655,-372,520,4068

2286060,40,402,3968

2306545,514,562,4000

2327995,968,640,3984

2349445,1384,718,3900

2371875,1182,668,3956

2394295,610,380,3936

2415740,288,-88,3900

2437200,272,-182,4016

2459615,592,60,4072

2480095,824,394,4144

2501545,710,348,4192

2523000,416,332,4368

2544440,172,300,4530

2565890,-132,200,4542

2588320,-94,14,4320

2608795,60,-20,4112

2629270,248,-64,3920

2650715,448,-76,3804

2672165,640,154,3936

2693615,650,228,4076

2715070,514,292,4088

2736515,260,168,4072

2757965,-80,108,4188

2779415,-40,74,4108

2799890,176,308,4044

2821355,330,108,3960

2842790,264,56,3940

2863265,322,112,3960

2884720,432,300,4024

2906180,506,410,4156

2927620,390,432,4212

2949070,326,392,4240

2970520,400,538,4136

2991980,478,488,4052

3013420,562,312,3948

3034870,506,356,3968

3056315,404,246,3908

