
7225,177,140,4092
9805,-156,136,4100
15305,-146,154,4088
35780,-120,124,4080
56255,-116,100,4076
76730,-56,104,4104
96240,-116,104,4080
116715,-124,116,4088
138155,-128,158,4088
159605,-146,146,4060
181060,-110,104,4092
202510,-104,108,4088
223960,-92,104,4080
244435,-136,12,4038
264910,-132,78,4084
285380,-164,138,4116
306830,-140,146,4038
328285,-120,136,4062
349730,-104,112,4082
371185,-150,170,4108
392630,-168,186,4104
414080,-142,136,4060
435530,-134,272,4176
456990,-116,204,4072
478435,-124,158,4050
499875,-128,146,4104
521330,-154,162,4068
542785,-132,158,4032
564225,-128,174,4116
585675,-104,158,4104
607135,-120,112,4080
628590,-124,156,4096
650030,-128,162,4096
671480,-128,136,4056
692935,-20,170,4498
713405,-150,184,4112
734860,-116,144,3732
756305,-138,128,4014
777755,-116,180,4160
799205,-116,150,4034
820655,-120,94,4054
841125,-128,100,4180
862585,-684,-1976,3968
885995,-526,476,3648
907435,-188,-188,4556
929865,-462,226,4318
951310,-16,266,3964
971785,-28,120,4372
992260,64,-154,4576
1012735,186,524,5256
1034185,468,196,5042
1055630,146,288,4844
1077090,256,-40,4794
1098535,28,-764,4396
1119990,230,-624,4112
1142410,326,-704,4344
1164840,274,-242,4160
1187260,400,-432,3984
1209690,326,-170,3728
1232110,368,-28,3836
1253560,614,336,4116
1275020,504,678,3956
1296460,276,330,3384
1317910,482,372,3248
1339360,754,750,3472
1360810,894,810,3832
1382260,912,746,3676
1403710,688,792,3644
1425165,592,490,3492
1446620,696,418,3384
1468065,758,468,3600
1489510,940,512,3980
1510965,812,528,4000
1532420,844,388,3768
1553860,844,244,3572
1575310,902,150,3736
1596760,1134,200,4228
1619190,1104,-16,4294
1641605,1024,-108,4096
1665010,706,-396,3672
1687435,588,-648,3536
1709860,746,-662,3920
1732285,924,-368,4176
1754710,808,-478,4004
1777135,816,-574,3900
1799560,924,-578,3928
1821990,1130,-460,4124
1845385,1192,-304,4248
1868790,1044,-322,3992
1892185,910,-552,3772
1914610,1008,-720,3786
1938020,1172,-676,3904
1961410,1124,-482,3884
1984815,1156,-578,3748
2008210,1152,-540,3760
2031620,1274,-460,3824
2055015,1226,-356,4008
2078410,842,-660,3824
2100835,806,-920,3664
2123260,832,-844,4050
2145685,802,-768,4020
2168110,836,-936,4136
2190540,706,-856,4020
2212960,660,-796,3880
2235385,800,-660,3944
2257810,1030,-544,4132
2281220,950,-616,3892
2303635,814,-704,3604
2326060,874,-750,3534
2348485,956,-828,3732
2370910,1000,-650,3956
2394310,880,-944,3740
2416745,708,-1112,3868
2440140,732,-984,3948
2462560,820,-830,3848
2484985,748,-860,3720
2507410,776,-584,3844
2529840,668,-572,3940
2552260,768,-616,4084
2574690,616,-688,3968
2597110,500,-772,3848
2619540,556,-712,3864
2641970,526,-540,3798
2664385,386,-512,3560
2686820,820,-620,3592
2709235,808,-914,3766
2731670,1142,-1204,4034
2756035,1172,-1096,4030
2780420,1116,-1322,3668
2804785,1252,-1370,3688
2829160,1266,-1266,3500
2853535,1048,-1104,3292
2877910,1270,-1032,3266
2902285,1476,-748,3888
2925685,1164,-900,3984
2949085,856,-1112,4128
2972485,792,-1318,4252
2995885,1020,-1108,4172
3020260,1000,-1312,3900
3044635,796,-1462,3516
3068035,862,-1234,3476
3091445,890,-1184,3492
3114840,848,-1272,3672
3138235,912,-1188,3860
3161645,828,-1442,3660
3185035,820,-1336,3592
3208435,862,-1180,3844
3231835,832,-1236,3928
3255235,662,-1112,3824
3278640,474,-1294,3560
3302035,552,-1212,3616
3325435,654,-1308,3844
3348830,640,-1320,3940
3372245,614,-1404,3782
3395640,496,-1364,3604
3419045,654,-894,3824
3441460,784,-1248,4056
3464860,658,-1310,3828
3488265,676,-1624,3812
3511665,662,-948,3924
3534100,998,-1200,4072
3557490,872,-1316,3696
3580885,946,-1904,3312
3604290,1142,-1638,3932
3628660,1134,-1004,3848
3653035,1178,-1238,3526
3677410,1172,-1496,3380
3701795,1472,-1260,3932
3726165,1300,-958,4152
3749560,932,-1040,3752
3772960,892,-1294,3700
3796360,992,-1394,3728
3819770,1068,-1272,3880
3844135,1126,-1096,3708
3868510,1064,-1372,3420
3892885,1100,-1484,3388
3917260,1082,-1528,3278
3941635,1174,-1496,3540
3966015,1152,-1446,3568
3990390,1126,-1580,3576
4014760,1078,-1416,3492
4039135,1130,-1390,3652
4063510,1138,-1324,3688
4087885,1048,-1476,3534
4112265,1000,-1500,3716
4136640,1148,-1454,3774
4161010,1136,-1604,3660
4185385,1062,-1572,3656
4209760,1068,-1616,3572
4234140,1086,-1618,3692
4258510,1132,-1384,3768
4282900,1068,-1328,3640
4307270,1112,-1336,3608
4331645,1064,-1368,3538
